"","AGEP","RACAIAN","RACASN","RACBLK","RACSOR","RACWHT","ESR_label","SCHL_label","WAGP","YOEP","CITWP","years_to_nat"
"6325",59,"0","0","0","0","1","Civilian employed, at work","Grade 6",0,1980,2007,27
"6326",77,"0","1","0","0","0","Not in labor force","GED or alternative credential",0,1969,1974,5
"6327",49,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",45000,1969,1974,5
"6328",63,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",44200,1955,2012,57
"6329",62,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",0,1960,1990,30
"6330",20,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,2010,2017,7
"6331",61,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",50000,1999,2004,5
"6332",64,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1977,1991,14
"6333",70,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,2012,2017,5
"6334",31,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",64000,1988,2007,19
"6335",41,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,2004,2014,10
"6336",66,"0","1","0","0","0","Civilian employed, at work","Associate's degree",80000,1980,1985,5
"6337",33,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",72000,2001,2006,5
"6338",86,"0","1","0","0","0","Not in labor force","No schooling completed",0,1991,2009,18
"6339",60,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",78000,1980,1987,7
"6340",60,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1988,1998,10
"6341",60,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",3e+05,1988,1998,10
"6342",56,"0","0","0","1","0","Not in labor force","Associate's degree",0,1986,2000,14
"6343",62,"0","1","0","0","1","Civilian employed, with a job but not at work","Associate's degree",120000,1983,1998,15
"6344",37,"0","0","0","0","1","Civilian employed, at work","Associate's degree",4000,1990,2018,28
"6345",59,"0","1","0","0","0","Not in labor force","Associate's degree",0,1979,1985,6
"6346",46,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",14000,2004,2009,5
"6347",71,"0","0","0","0","1","Not in labor force","Grade 6",0,1974,2008,34
"6348",57,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",68000,1978,1983,5
"6349",47,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",50000,2006,2012,6
"6350",74,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1955,1964,9
"6351",61,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",70000,1988,1992,4
"6352",42,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,1997,2006,9
"6353",63,"0","0","0","1","0","Civilian employed, at work","Grade 5",20000,1968,1997,29
"6354",73,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1972,1978,6
"6355",69,"0","1","0","0","0","Not in labor force","Master's degree",0,1967,1974,7
"6356",39,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1988,2016,28
"6357",68,"0","1","0","0","0","Not in labor force","Associate's degree",0,1973,1979,6
"6358",60,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",64000,1980,1992,12
"6359",44,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",70000,1985,1996,11
"6360",36,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",7200,2008,2014,6
"6361",48,"0","1","0","0","0","Civilian employed, at work","Kindergarten",10000,2009,2014,5
"6362",67,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",35000,1996,2007,11
"6363",53,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",9000,1985,2005,20
"6364",21,"0","1","0","0","1","Not in labor force","Grade 11",0,2004,2015,11
"6365",73,"0","0","0","0","1","Not in labor force","No schooling completed",0,1963,2016,53
"6366",66,"0","1","0","0","0","Not in labor force","No schooling completed",0,1991,2007,16
"6367",51,"0","1","0","0","0","Civilian employed, at work","No schooling completed",30000,1999,2002,3
"6368",60,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1996,2009,13
"6369",48,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",68000,1982,2004,22
"6370",27,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",31000,1996,2016,20
"6371",70,"0","1","0","0","0","Not in labor force","Associate's degree",0,1981,1987,6
"6372",55,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1974,1988,14
"6373",62,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",240000,1978,1983,5
"6374",56,"0","1","0","0","0","Civilian employed, at work","Associate's degree",60000,1986,1996,10
"6375",56,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1976,1981,5
"6376",75,"0","0","0","0","1","Not in labor force","GED or alternative credential",0,1969,1986,17
"6377",46,"0","0","0","0","1","Civilian employed, at work","Master's degree",80000,1994,2004,10
"6378",37,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",36000,2002,2012,10
"6379",47,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",140000,1980,1989,9
"6380",35,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",16000,2010,2015,5
"6381",35,"0","0","0","0","1","Civilian employed, at work","Grade 6",0,1983,1998,15
"6382",66,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1996,2018,22
"6383",63,"0","0","0","0","1","Not in labor force","Grade 6",0,1975,1996,21
"6384",59,"0","0","0","0","1","Civilian employed, with a job but not at work","Regular high school diploma",19200,1978,1987,9
"6385",54,"0","0","0","1","0","Civilian employed, at work","Grade 6",36000,1983,1996,13
"6386",39,"0","1","0","0","0","Civilian employed, at work","Master's degree",185000,2003,2013,10
"6387",84,"0","1","0","0","0","Not in labor force","Associate's degree",0,1975,1985,10
"6388",35,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",36000,1991,2013,22
"6389",37,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",50000,1982,2017,35
"6390",74,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1952,1958,6
"6391",48,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",53000,1987,2007,20
"6392",42,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",50000,1991,2000,9
"6393",67,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1995,2003,8
"6394",69,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1997,2004,7
"6395",64,"0","1","0","0","0","Not in labor force","No schooling completed",0,1980,1997,17
"6396",46,"0","1","0","0","0","Not in labor force","Master's degree",0,1997,2007,10
"6397",51,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",130000,1997,2009,12
"6398",80,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1964,1969,5
"6399",65,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",0,1980,1986,6
"6400",54,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1979,1991,12
"6401",41,"0","1","0","0","0","Unemployed","Master's degree",30000,1994,2004,10
"6402",40,"0","0","0","0","0","Civilian employed, at work","Some college, but less than 1 year",87000,1994,2005,11
"6403",53,"0","0","0","1","0","Civilian employed, at work","No schooling completed",1000,2007,2008,1
"6404",50,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,2007,2017,10
"6405",51,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",60000,1980,1997,17
"6406",74,"0","1","0","0","0","Not in labor force","12th grade - no diploma",0,1987,1999,12
"6407",55,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",190000,1988,1993,5
"6408",84,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1997,2005,8
"6409",50,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",60000,1987,2008,21
"6410",77,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1980,1999,19
"6411",42,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",68000,1991,2010,19
"6412",65,"0","1","0","0","0","Not in labor force","Associate's degree",0,1962,1978,16
"6413",53,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",72000,1970,2007,37
"6414",62,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",44000,1976,2002,26
"6415",88,"0","1","0","0","0","Not in labor force","Master's degree",0,1960,1970,10
"6416",63,"0","1","0","0","0","Civilian employed, at work","Master's degree",120000,1979,1990,11
"6417",82,"0","1","0","0","0","Not in labor force","Grade 10",0,1992,2005,13
"6418",57,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1975,1985,10
"6419",72,"0","1","0","0","0","Not in labor force","Master's degree",0,1986,2004,18
"6420",66,"1","0","0","0","0","Not in labor force","Master's degree",139000,1960,1993,33
"6421",60,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",107000,1988,1995,7
"6422",67,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",1e+05,1971,1987,16
"6423",46,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",88000,2002,2016,14
"6424",77,"0","0","0","0","1","Not in labor force","Associate's degree",0,1963,1970,7
"6425",26,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",21600,2011,2017,6
"6426",55,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",40000,1981,1996,15
"6427",83,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1970,1999,29
"6428",73,"0","1","0","0","0","Not in labor force","Grade 9",0,2004,2009,5
"6429",58,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",48000,2000,2017,17
"6430",55,"0","0","0","0","1","Civilian employed, at work","Master's degree",83000,1977,1996,19
"6431",71,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1948,1955,7
"6432",61,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",42000,1987,1994,7
"6433",42,"0","0","1","0","0","Civilian employed, at work","Associate's degree",55000,2001,2018,17
"6434",62,"0","0","0","0","0","Not in labor force","Grade 3",0,1989,2017,28
"6435",71,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1997,2001,4
"6436",48,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",5500,1996,2000,4
"6437",56,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",30000,2000,2010,10
"6438",55,"0","1","0","0","0","Civilian employed, at work","Master's degree",94000,1996,2000,4
"6439",69,"0","1","0","0","0","Not in labor force","No schooling completed",0,1998,2010,12
"6440",61,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",130000,1979,1985,6
"6441",40,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",36000,1985,2016,31
"6442",51,"0","0","0","0","1","Civilian employed, at work","Master's degree",2e+05,2007,2016,9
"6443",55,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1986,2002,16
"6444",49,"0","1","0","0","0","Civilian employed, at work","Master's degree",75000,1990,1991,1
"6445",31,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",130000,1995,2001,6
"6446",67,"0","1","0","0","0","Civilian employed, at work","Associate's degree",84000,1975,1987,12
"6447",67,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",19300,2001,2008,7
"6448",47,"0","0","0","1","0","Civilian employed, at work","No schooling completed",660,1992,1999,7
"6449",31,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",48000,2006,2012,6
"6450",61,"0","0","0","0","1","Not in labor force","Master's degree",70000,1958,1972,14
"6451",76,"0","0","0","1","0","Not in labor force","Grade 6",0,1979,2003,24
"6452",55,"0","1","0","0","1","Civilian employed, at work","Bachelor's degree",81000,1967,1999,32
"6453",54,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",0,2000,2012,12
"6454",23,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",35000,1996,1998,2
"6455",67,"0","0","0","0","1","Not in labor force","No schooling completed",0,1962,2008,46
"6456",68,"0","1","0","0","0","Not in labor force","Associate's degree",0,1979,1981,2
"6457",61,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",8000,1980,1991,11
"6458",72,"0","1","0","0","0","Not in labor force","Doctorate degree",0,1968,1984,16
"6459",64,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",20000,1976,1998,22
"6460",75,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1969,1973,4
"6461",60,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",45000,2000,2008,8
"6462",46,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",62000,1973,1978,5
"6463",50,"0","0","0","1","0","Not in labor force","Associate's degree",0,1979,1998,19
"6464",42,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",21000,1979,1999,20
"6465",40,"0","0","0","1","1","Not in labor force","1 or more years of college credit, no degree",0,1982,1989,7
"6466",45,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",30000,2000,2008,8
"6467",82,"0","1","0","0","0","Not in labor force","Master's degree",0,1963,2018,55
"6468",43,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",20000,1997,2017,20
"6469",73,"0","0","0","0","1","Not in labor force","Professional degree beyond a bachelor's degree",0,1964,1970,6
"6470",69,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1952,1985,33
"6471",65,"0","1","0","0","0","Not in labor force","Grade 10",0,1989,1994,5
"6472",39,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",0,1989,1996,7
"6473",56,"0","0","0","0","1","Not in labor force","Grade 6",0,1984,2005,21
"6474",52,"0","1","0","0","0","Civilian employed, at work","Master's degree",111000,1974,1981,7
"6475",50,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",40000,1982,2015,33
"6476",47,"0","0","0","0","1","Civilian employed, at work","Master's degree",230000,1994,2006,12
"6477",36,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",565000,1999,2007,8
"6478",61,"0","0","0","0","1","Civilian employed, at work","Associate's degree",125000,1964,2001,37
"6479",86,"0","0","0","0","1","Not in labor force","Associate's degree",0,1952,1957,5
"6480",55,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1987,2012,25
"6481",53,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",100,1973,1983,10
"6482",75,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1969,2003,34
"6483",47,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",37000,1993,2016,23
"6484",71,"0","0","0","0","1","Not in labor force","Grade 6",0,1968,1997,29
"6485",51,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",28000,2001,2006,5
"6486",39,"0","0","0","0","1","Not in labor force","Master's degree",0,1989,1995,6
"6487",42,"0","0","0","0","1","Civilian employed, at work","Associate's degree",50000,2000,2005,5
"6488",30,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",21000,1997,2006,9
"6489",66,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,2000,2005,5
"6490",64,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",8900,2000,2005,5
"6491",88,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1935,1940,5
"6492",70,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1979,2008,29
"6493",47,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",120000,1979,1985,6
"6494",59,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",2e+05,1983,1985,2
"6495",56,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",0,1986,2013,27
"6496",81,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1959,1963,4
"6497",62,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1979,1990,11
"6498",63,"0","1","0","0","0","Not in labor force","No schooling completed",0,1981,1987,6
"6499",58,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",60000,1983,1988,5
"6500",53,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1989,1996,7
"6501",77,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1946,1951,5
"6502",62,"0","1","0","0","0","Not in labor force","Grade 5",0,1987,2006,19
"6503",48,"0","0","0","0","1","Civilian employed, at work","Master's degree",127000,1977,1996,19
"6504",79,"0","1","0","0","0","Not in labor force","12th grade - no diploma",0,1966,1972,6
"6505",46,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",120000,2009,2013,4
"6506",61,"0","1","0","0","0","Unemployed","Master's degree",136000,1990,2001,11
"6507",58,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",39300,1997,2005,8
"6508",62,"0","0","0","0","1","Civilian employed, at work","Associate's degree",29000,1961,1996,35
"6509",73,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1976,1979,3
"6510",70,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",72000,1977,1979,2
"6511",56,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",32000,1987,2005,18
"6512",81,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1935,1940,5
"6513",48,"0","1","0","0","0","Civilian employed, at work","Master's degree",60000,1998,2010,12
"6514",72,"0","0","0","0","1","Not in labor force","Associate's degree",0,1981,1996,15
"6515",42,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",48000,1994,2004,10
"6516",56,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,2005,2008,3
"6517",28,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",14000,2003,2017,14
"6518",59,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1985,1997,12
"6519",58,"0","0","0","0","1","Civilian employed, at work","No schooling completed",25000,1980,2012,32
"6520",58,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",36000,2005,2010,5
"6521",45,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",5000,1994,2010,16
"6522",59,"0","0","0","0","1","Not in labor force","Grade 6",0,1980,1995,15
"6523",56,"0","1","0","0","0","Civilian employed, with a job but not at work","No schooling completed",0,1980,1990,10
"6524",32,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",8000,2001,2018,17
"6525",30,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",24000,1995,2013,18
"6526",51,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",37600,2012,2017,5
"6527",61,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",60000,1981,1987,6
"6528",44,"0","0","0","0","1","Not in labor force","Grade 11",0,1974,1980,6
"6529",69,"0","0","0","1","1","Not in labor force","12th grade - no diploma",0,1969,1995,26
"6530",50,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",133000,1988,2004,16
"6531",54,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1984,1995,11
"6532",58,"0","0","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",22000,1960,1986,26
"6533",53,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",90000,1979,2002,23
"6534",84,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1984,1989,5
"6535",59,"0","0","0","1","0","Civilian employed, at work","No schooling completed",26000,1962,1989,27
"6536",56,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",18000,1981,1994,13
"6537",23,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",600,2001,2006,5
"6538",52,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",0,2001,2006,5
"6539",28,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",40000,2005,2010,5
"6540",94,"0","0","0","0","1","Not in labor force","Grade 10",0,1955,1956,1
"6541",58,"0","0","0","1","0","Civilian employed, with a job but not at work","Regular high school diploma",60000,2000,2012,12
"6542",50,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",50000,1998,2005,7
"6543",66,"0","0","0","0","1","Not in labor force","Master's degree",15000,1986,2003,17
"6544",86,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1969,1974,5
"6545",57,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",80000,1984,1991,7
"6546",60,"0","0","0","0","1","Civilian employed, at work","No schooling completed",0,1980,2001,21
"6547",56,"0","0","0","0","1","Not in labor force","Doctorate degree",0,1993,2010,17
"6548",25,"0","0","0","1","1","Civilian employed, at work","Doctorate degree",0,2009,2016,7
"6549",40,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,2004,2016,12
"6550",21,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",18000,2004,2017,13
"6551",21,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",35800,2002,2014,12
"6552",59,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1986,1996,10
"6553",65,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1976,1978,2
"6554",38,"0","0","0","0","1","Civilian employed, at work","Master's degree",38000,1983,1996,13
"6555",40,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1992,1998,6
"6556",41,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",35000,2007,2016,9
"6557",26,"0","1","0","0","0","Civilian employed, at work","Associate's degree",22000,2002,2017,15
"6558",40,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",50000,1997,2003,6
"6559",34,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",26000,1988,2000,12
"6560",74,"0","0","0","0","1","Not in labor force","Associate's degree",0,1971,1975,4
"6561",60,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",0,1979,2003,24
"6562",56,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",41600,1980,1994,14
"6563",54,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",63000,1991,2005,14
"6564",41,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",18000,1992,2002,10
"6565",58,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",20000,1981,1995,14
"6566",58,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",92000,1971,1980,9
"6567",45,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",97000,2001,2012,11
"6568",56,"0","0","0","0","1","Not in labor force","Grade 6",0,1984,1998,14
"6569",31,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",32200,1993,1994,1
"6570",46,"0","0","0","0","1","Not in labor force","Associate's degree",0,1977,2007,30
"6571",56,"0","0","0","0","1","Not in labor force","Grade 6",0,1979,2015,36
"6572",47,"0","1","0","0","0","Civilian employed, at work","Master's degree",130000,1988,1994,6
"6573",72,"0","1","0","0","0","Not in labor force","Master's degree",0,1977,2006,29
"6574",53,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",0,1984,2003,19
"6575",59,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1983,1990,7
"6576",50,"0","1","0","0","0","Civilian employed, at work","Associate's degree",26400,1981,1987,6
"6577",43,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",2e+05,1996,2006,10
"6578",67,"0","0","0","0","1","Not in labor force","Bachelor's degree",6600,1969,1986,17
"6579",63,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",89000,1972,1979,7
"6580",53,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",8000,1996,2008,12
"6581",94,"0","0","0","0","1","Not in labor force","Master's degree",0,1964,2004,40
"6582",50,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",0,1995,2015,20
"6583",60,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1988,1994,6
"6584",58,"0","0","0","0","1","Civilian employed, at work","Master's degree",130000,2000,2012,12
"6585",28,"0","0","0","0","1","Civilian employed, at work","Associate's degree",45000,2002,2007,5
"6586",94,"0","0","0","0","1","Not in labor force","Grade 11",0,1943,1952,9
"6587",65,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1973,2008,35
"6588",56,"0","1","0","0","0","Civilian employed, at work","Master's degree",106000,1987,1995,8
"6589",79,"0","0","0","0","1","Not in labor force","No schooling completed",0,1975,1995,20
"6590",49,"0","0","0","0","1","Civilian employed, at work","Grade 8",27000,1989,2009,20
"6591",67,"0","0","0","0","1","Not in labor force","Doctorate degree",0,1974,1978,4
"6592",72,"0","0","0","1","0","Not in labor force","Associate's degree",0,1974,1976,2
"6593",61,"0","0","0","1","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",24000,1980,1982,2
"6594",54,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",25000,1991,2003,12
"6595",44,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",15100,1993,1998,5
"6596",55,"0","0","0","0","1","Unemployed","1 or more years of college credit, no degree",2000,2000,2012,12
"6597",54,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1983,1985,2
"6598",33,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1988,1998,10
"6599",55,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",180000,1984,1989,5
"6600",59,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",36400,1962,1987,25
"6601",46,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,2000,2004,4
"6602",45,"0","0","0","0","1","Civilian employed, at work","Grade 5",104000,2000,2010,10
"6603",30,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",114000,2005,2015,10
"6604",64,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1972,1996,24
"6605",56,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",12000,1963,2005,42
"6606",74,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1969,1977,8
"6607",66,"0","0","0","0","1","Not in labor force","Grade 6",0,1967,2016,49
"6608",64,"0","0","0","0","1","Civilian employed, at work","Grade 9",21000,1976,2014,38
"6609",54,"0","0","0","0","1","Civilian employed, at work","No schooling completed",60000,1985,2018,33
"6610",42,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1990,2008,18
"6611",45,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",54000,1994,2002,8
"6612",62,"0","0","0","1","0","Civilian employed, at work","No schooling completed",23000,1981,2000,19
"6613",76,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1962,1977,15
"6614",55,"0","0","0","0","1","Not in labor force","Grade 8",0,1987,2009,22
"6615",50,"0","0","0","0","1","Not in labor force","Associate's degree",0,1979,1998,19
"6616",40,"0","1","0","0","0","Civilian employed, at work","Associate's degree",75000,1981,2002,21
"6617",59,"0","1","0","0","0","Civilian employed, at work","Master's degree",113000,1984,1993,9
"6618",38,"0","1","0","0","0","Not in labor force","Master's degree",0,2005,2017,12
"6619",28,"0","0","0","1","0","Not in labor force","Associate's degree",0,2011,2016,5
"6620",76,"0","1","0","0","0","Not in labor force","No schooling completed",0,1984,1993,9
"6621",48,"0","0","0","1","1","Civilian employed, at work","No schooling completed",30900,2004,2016,12
"6622",51,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",120000,1987,2005,18
"6623",57,"0","0","0","0","1","Civilian employed, at work","Associate's degree",0,1985,1988,3
"6624",57,"0","1","0","0","0","Not in labor force","No schooling completed",0,2005,2008,3
"6625",32,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",103000,1994,2004,10
"6626",35,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1990,1995,5
"6627",86,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1957,1981,24
"6628",33,"0","1","0","0","0","Civilian employed, at work","Master's degree",95000,1995,2005,10
